foodId,foodName,calories,protein,fat,carbs,category
05032_0454,まつ生,681,15.8,68.2,10.6,05
05033_0455,まついり,724,14.6,72.5,8.1,05
05034_0456,らっかせい大粒種乾,572,25.2,47,19.4,05
05035_0457,らっかせい大粒種いり,613,25,49.6,21.3,05
05044_0458,らっかせい小粒種乾,573,25.4,47.5,18.8,05
05045_0459,らっかせい小粒種いり,607,26.5,49.4,19.6,05
05036_0460,らっかせいバターピーナッツ,609,23.3,53.2,18.3,05
05037_0461,らっかせいピーナッツバター,599,20.6,50.4,24.9,05
06001_0462,アーティチョーク花らい生,39,2.3,0.2,11.3,06
06002_0463,アーティチョーク花らいゆで,35,2.1,0.1,10.8,06
06402_0463-1,アイスプラント生,5,0.5,0.3,1.2,06
06003_0464,あさつき葉生,34,4.2,0.3,5.6,06
06004_0465,あさつき葉ゆで,41,4.2,0.3,7.3,06
06005_0466,あしたば茎葉生,30,3.3,0.1,6.7,06
06006_0467,あしたば茎葉ゆで,28,2.9,0.1,6.6,06
06007_0468,アスパラガス若茎生,21,2.6,0.2,3.9,06
06008_0469,アスパラガス若茎ゆで,25,2.6,0.1,4.6,06
06327_0470,アスパラガス若茎油いため,54,2.9,3.9,4.1,06
06009_0471,アスパラガス水煮缶詰,24,2.4,0.1,4.3,06
06328_0472,アロエ葉生,3,0,0.1,0.7,06
06010_0473,いんげんまめさやいんげん若ざや生,23,1.8,0.1,5.1,06
06011_0474,いんげんまめさやいんげん若ざやゆで,24,1.8,0.2,5.5,06
06012_0475,（うど類）うど茎生,19,0.8,0.1,4.3,06
06013_0476,（うど類）うど茎水さらし,13,0.6,0,3.4,06
06014_0477,（うど類）やまうど茎生,19,1.1,0.1,4.3,06
06363_0478,うるい葉生,19,1.9,0.4,4,06
06015_0479,えだまめ生,125,11.7,6.2,8.8,06
06016_0480,えだまめゆで,118,11.5,6.1,8.9,06
06017_0481,えだまめ冷凍,143,13,7.6,10.6,06
06018_0482,エンダイブ葉生,14,1.2,0.2,2.9,06
06019_0483,（えんどう類）トウミョウ茎葉生,28,3.8,0.4,4,06
06329_0484,（えんどう類）トウミョウ芽ばえ生,27,3.8,0.4,3.2,06
06330_0485,（えんどう類）トウミョウ芽ばえゆで,28,3.6,0.6,3.8,06
06331_0486,（えんどう類）トウミョウ芽ばえ油いため,84,5,5.9,4.3,06
06020_0487,（えんどう類）さやえんどう若ざや生,38,3.1,0.2,7.5,06
06021_0488,（えんどう類）さやえんどう若ざやゆで,36,3.2,0.2,7,06
06022_0489,（えんどう類）スナップえんどう若ざや生,47,2.9,0.1,9.9,06
06023_0490,（えんどう類）グリンピース生,76,6.9,0.4,15.3,06
06024_0491,（えんどう類）グリンピースゆで,99,8.3,0.2,18.5,06
06025_0492,（えんどう類）グリンピース冷凍,80,5.8,0.7,17.1,06
06374_0493,（えんどう類）グリンピース冷凍ゆで,82,6.2,0.7,17.8,06
06375_0494,（えんどう類）グリンピース冷凍油いため,114,6.3,4.6,18.2,06
06026_0495,（えんどう類）グリンピース水煮缶詰,82,3.6,0.4,19.7,06
06027_0496,おおさかしろな葉生,12,1.4,0.2,2.2,06
06028_0497,おおさかしろな葉ゆで,16,1.6,0.3,3.1,06
06029_0498,おおさかしろな塩漬,19,1.3,0.3,4.5,06
06030_0499,おかひじき茎葉生,16,1.4,0.2,3.4,06
06031_0500,おかひじき茎葉ゆで,16,1.2,0.1,3.8,06
06032_0501,オクラ果実生,26,2.1,0.2,6.6,06
06033_0502,オクラ果実ゆで,25,2.1,0.1,7.6,06
06034_0503,かぶ葉生,20,2.3,0.1,3.9,06
06035_0504,かぶ葉ゆで,20,2.3,0.1,4.4,06
06036_0505,かぶ根皮つき生,18,0.7,0.1,4.6,06
06037_0506,かぶ根皮つきゆで,18,0.7,0.1,4.7,06
06038_0507,かぶ根皮なし生,19,0.6,0.1,4.8,06
06039_0508,かぶ根皮なしゆで,20,0.6,0.1,5,06
06040_0509,かぶ漬物塩漬葉,27,2.3,0.2,6,06
06041_0510,かぶ漬物塩漬根皮つき,21,1,0.2,4.9,06
06042_0511,かぶ漬物塩漬根皮なし,19,0.8,0.1,4.7,06
06043_0512,かぶ漬物ぬかみそ漬葉,35,3.3,0.1,7.1,06
06044_0513,かぶ漬物ぬかみそ漬根皮つき,27,1.5,0.1,5.9,06
06045_0514,かぶ漬物ぬかみそ漬根皮なし,31,1.4,0.1,6.9,06
06046_0515,（かぼちゃ類）日本かぼちゃ果実生,41,1.6,0.1,10.9,06
06047_0516,（かぼちゃ類）日本かぼちゃ果実ゆで,55,1.9,0.1,13.3,06
06048_0517,（かぼちゃ類）西洋かぼちゃ果実生,78,1.9,0.3,20.6,06
06049_0518,（かぼちゃ類）西洋かぼちゃ果実ゆで,80,1.6,0.3,21.3,06
06332_0519,（かぼちゃ類）西洋かぼちゃ果実焼き,105,2.5,0.4,27.7,06
06050_0520,（かぼちゃ類）西洋かぼちゃ果実冷凍,75,2.2,0.3,18.5,06
06051_0521,（かぼちゃ類）そうめんかぼちゃ果実生,25,0.7,0.1,6.1,06
06052_0522,からしな葉生,26,3.3,0.1,4.7,06
06053_0523,からしな塩漬,36,4,0.1,7.2,06
06054_0524,カリフラワー花序生,28,3,0.1,5.2,06
06055_0525,カリフラワー花序ゆで,26,2.7,0.1,5.1,06
06056_0526,かんぴょう乾,239,6.3,0.2,68.1,06
06057_0527,かんぴょうゆで,21,0.7,0,7.2,06
06364_0528,かんぴょう甘煮,146,2.3,0.2,36.5,06
06058_0529,きく花びら生,25,1.4,0,6.5,06
06059_0530,きく花びらゆで,21,1,0,5.7,06
06060_0531,きく菊のり,283,11.6,0.2,73.5,06
06061_0532,（キャベツ類）キャベツ結球葉生,23,1.2,0.1,5.2,06
06062_0533,（キャベツ類）キャベツ結球葉ゆで,19,0.9,0.2,4.6,06
06333_0534,（キャベツ類）キャベツ結球葉油いため,78,1.6,6,5.9,06
06403_0534-1,（キャベツ類）キャベツ結球葉カット常法洗浄,15,1.1,0.1,3.6,06
06404_0534-2,（キャベツ類）キャベツ結球葉カット次亜塩素酸洗浄,14,1,0.2,3.2,06
06063_0535,（キャベツ類）グリーンボール結球葉生,20,1.4,0.1,4.3,06
06064_0536,（キャベツ類）レッドキャベツ結球葉生,30,2,0.1,6.7,06
06065_0537,きゅうり果実生,13,1,0.1,3,06
06066_0538,きゅうり漬物塩漬,17,1,0.1,3.7,06
06067_0539,きゅうり漬物しょうゆ漬,51,3.2,0.4,10.8,06
06068_0540,きゅうり漬物ぬかみそ漬,28,1.5,0.1,6.2,06
06069_0541,きゅうり漬物ピクルススイート型,70,0.3,0.1,18.3,06
06070_0542,きゅうり漬物ピクルスサワー型,13,1.4,0,2.5,06
06071_0543,ぎょうじゃにんにく葉生,35,3.5,0.2,6.6,06
06075_0544,キンサイ茎葉生,16,1.1,0.4,3.5,06
06076_0545,キンサイ茎葉ゆで,15,1.1,0.4,3.5,06
06077_0546,クレソン茎葉生,13,2.1,0.1,2.5,06
06078_0547,くわい塊茎生,128,6.3,0.1,26.6,06
06079_0548,くわい塊茎ゆで,129,6.2,0.1,27.2,06
06080_0549,ケール葉生,26,2.1,0.4,5.6,06
06081_0550,コールラビ球茎生,21,1,0,5.1,06
06082_0551,コールラビ球茎ゆで,20,1,0,5.2,06
06083_0552,こごみ若芽生,25,3,0.2,5.3,06
06084_0553,（ごぼう類）ごぼう根生,58,1.8,0.1,15.4,06
06085_0554,（ごぼう類）ごぼう根ゆで,50,1.5,0.2,13.7,06
06405_0554-1,（ごぼう類）堀川ごぼう根生,55,3.2,0.2,19.1,06
06086_0555,こまつな葉生,13,1.5,0.2,2.4,06
06087_0556,こまつな葉ゆで,14,1.6,0.1,3,06
06385_0557,コリアンダー葉生,18,1.4,0.4,4.6,06
06088_0558,ザーサイ漬物,20,2.5,0.1,4.6,06
06089_0559,さんとうさい葉生,12,1,0.2,2.7,06
06090_0560,さんとうさい葉ゆで,14,1.4,0.3,2.9,06
06091_0561,さんとうさい塩漬,18,1.5,0.3,4,06
06092_0562,しかくまめ若ざや生,19,2.4,0.1,3.8,06
06093_0563,（ししとう類）ししとう果実生,24,1.9,0.3,5.7,06
06094_0564,（ししとう類）ししとう果実油いため,51,1.9,3.2,5.8,06
06406_0564-1,（ししとう類）万願寺とうがらし果実生,26,1.3,0.3,6.2,06
06095_0565,しそ葉生,32,3.9,0.1,7.5,06
06096_0566,しそ実生,32,3.4,0.1,8.9,06
06097_0567,じゅうろくささげ若ざや生,22,2.5,0.1,4.8,06
06098_0568,じゅうろくささげ若ざやゆで,28,2.8,0.1,6.2,06
06099_0569,しゅんぎく葉生,20,2.3,0.3,3.9,06
06100_0570,しゅんぎく葉ゆで,25,2.7,0.5,4.5,06
06101_0571,じゅんさい若葉水煮びん詰,4,0.4,0,1,06
06102_0572,（しょうが類）葉しょうが根茎生,9,0.5,0.2,2.1,06
06103_0573,（しょうが類）しょうが根茎皮なし生,28,0.9,0.3,6.6,06
06365_0574,（しょうが類）しょうが根茎皮なし生おろし,58,0.7,0.8,16,06
06366_0575,（しょうが類）しょうが根茎皮なし生おろし汁,17,0.4,0.3,3.5,06
06104_0576,（しょうが類）しょうが漬物酢漬,15,0.3,0.2,3.9,06
06105_0577,（しょうが類）しょうが漬物甘酢漬,44,0.2,0.4,10.7,06
06386_0578,（しょうが類）新しょうが根茎生,10,0.3,0.3,2.7,06
06106_0579,しろうり果実生,15,0.9,0.1,3.3,06
06107_0580,しろうり漬物塩漬,15,1,0.1,3.7,06
06108_0581,しろうり漬物奈良漬,216,4.6,0.2,40,06
06109_0582,ずいき生ずいき生,15,0.5,0,4.1,06
